,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Type
404,Japanese Embassy,14.54043855,120.99320342651569,The Great Night Market,14.537233674701893,120.99349383277293,Food Truck,Fast Food
405,Japanese Embassy,14.54043855,120.99320342651569,Chef J. Tesoro's Mini Pies and Tarts,14.538401721514065,120.98989734884695,Dessert Shop,Cafe/Tea/Dessert
406,Japanese Embassy,14.54043855,120.99320342651569,Kimono Ken,14.539407999999998,120.989144,Japanese Restaurant,Restaurant
407,Japanese Embassy,14.54043855,120.99320342651569,Yellow Cab,14.537741583465897,120.9900995043638,Pizza Place,Fast Food
408,Japanese Embassy,14.54043855,120.99320342651569,Burger King,14.537354888795598,120.99179539261752,Fast Food Restaurant,Fast Food
409,Japanese Embassy,14.54043855,120.99320342651569,Dairy Queen,14.538499275525325,120.98945587526043,Ice Cream Shop,Cafe/Tea/Dessert
410,Japanese Embassy,14.54043855,120.99320342651569,Quick Stomach,14.538571006859716,120.98944672636169,Fast Food Restaurant,Fast Food
411,Japanese Embassy,14.54043855,120.99320342651569,BonChon Chicken,14.538328987562403,120.98949303978195,Fried Chicken Joint,Fast Food
412,Japanese Embassy,14.54043855,120.99320342651569,Casino Filipino - Heritage,14.536792329666165,120.9928945110768,Casino,Entertainment
413,Japanese Embassy,14.54043855,120.99320342651569,Robinsons Supermarket,14.540736505680885,120.98948914546763,Supermarket,Convenience Stores and Food Essentials
414,Japanese Embassy,14.54043855,120.99320342651569,Chowking,14.537203695982342,120.99174626963979,Chinese Restaurant,Restaurant
415,Japanese Embassy,14.54043855,120.99320342651569,Manila's Best Coffee,14.53860898152983,120.98941315896879,Coffee Shop,Cafe/Tea/Dessert
416,Japanese Embassy,14.54043855,120.99320342651569,Highlands Coffee,14.536667902997577,120.9913956687356,Café,Cafe/Tea/Dessert
417,Sun Life Financial,14.597648399999999,120.975958,Ying Ying Tea House,14.597885355059613,120.97672906349092,Chinese Restaurant,Restaurant
418,Sun Life Financial,14.597648399999999,120.975958,Minor Basilica of St. Lorenzo Ruiz of Manila (Binondo Church),14.599934992535394,120.9746463343075,Church,City Essentials
419,Sun Life Financial,14.597648399999999,120.975958,Quik-Snack,14.599677,120.975545,Chinese Restaurant,Restaurant
420,Sun Life Financial,14.597648399999999,120.975958,UNO Seafood Wharf Palace,14.597482703286971,120.97816413952705,Chinese Restaurant,Restaurant
421,Sun Life Financial,14.597648399999999,120.975958,Eng Bee Tin - Ongpin B,14.600427432275223,120.97545027878066,Bakery,Convenience Stores and Food Essentials
422,Sun Life Financial,14.597648399999999,120.975958,Bioessence,14.599283834348952,120.97417697805562,Spa,"Cosmetics, Clothes, Beauty and Health Services"
423,Sun Life Financial,14.597648399999999,120.975958,Big Scoop,14.597549567645698,120.97828358774895,Ice Cream Shop,Cafe/Tea/Dessert
424,Sun Life Financial,14.597648399999999,120.975958,Lord Stow's Bakery,14.600851523462255,120.97588362790407,Bakery,Convenience Stores and Food Essentials
425,Sun Life Financial,14.597648399999999,120.975958,Eng Bee Tin,14.599179421635418,120.97525530754085,Deli / Bodega,Convenience Stores and Food Essentials
426,Sun Life Financial,14.597648399999999,120.975958,Bee Tin Grocery,14.601110950324578,120.97613153869487,Grocery Store,Convenience Stores and Food Essentials
427,Sun Life Financial,14.597648399999999,120.975958,98B,14.598835805440455,120.97943522930224,Public Art,Art/Culture/Museum
428,Sun Life Financial,14.597648399999999,120.975958,Tasty Dumplings,14.600498475236893,120.97491938830416,Chinese Restaurant,Restaurant
429,Sun Life Financial,14.597648399999999,120.975958,Ramada Manila Central,14.600121204778707,120.97495561230153,Hotel,Accomodation
430,Sun Life Financial,14.597648399999999,120.975958,Sincerity Café & Restaurant,14.599383840235909,120.97624465419123,Chinese Restaurant,Restaurant
431,Sun Life Financial,14.597648399999999,120.975958,The Den,14.598827171011152,120.97944978386008,Coffee Shop,Cafe/Tea/Dessert
432,Sun Life Financial,14.597648399999999,120.975958,Dong Bei Dumpling,14.601100043944395,120.97497661744805,Dumpling Restaurant,Restaurant
433,Sun Life Financial,14.597648399999999,120.975958,Wai Ying Fastfood (嶸嶸小食館),14.601991882160616,120.97598495744423,Chinese Restaurant,Restaurant
434,Sun Life Financial,14.597648399999999,120.975958,Ho-Land Chinese Delicacies,14.59990316203098,120.97591886240644,Bakery,Convenience Stores and Food Essentials
435,Sun Life Financial,14.597648399999999,120.975958,Ang Tunay Beef House,14.601057338633476,120.97727497169365,Chinese Restaurant,Restaurant
436,Sun Life Financial,14.597648399999999,120.975958,Polland Hopia & Bakery,14.596941680975533,120.97724388434887,Food,Restaurant
437,Sun Life Financial,14.597648399999999,120.975958,Starbucks,14.593929355424482,120.97515623462357,Coffee Shop,Cafe/Tea/Dessert
438,Sun Life Financial,14.597648399999999,120.975958,New Po Heng Lumpia House,14.599084978424976,120.97491145133972,Dim Sum Restaurant,Restaurant
439,Sun Life Financial,14.597648399999999,120.975958,David's Tea House,14.600780119212285,120.97924403652252,Chinese Restaurant,Restaurant
440,Sun Life Financial,14.597648399999999,120.975958,Eng BeeTin,14.600134171496249,120.975184082106,Chinese Restaurant,Restaurant
441,Sun Life Financial,14.597648399999999,120.975958,Mr. Ube Rice & Noodle House,14.60087888437759,120.97589884673351,Chinese Restaurant,Restaurant
442,Sun Life Financial,14.597648399999999,120.975958,Lan Zhou La Mien,14.602098159505232,120.97606927365551,Chinese Restaurant,Restaurant
443,Sun Life Financial,14.597648399999999,120.975958,Golden Fortune,14.598439745262194,120.97567545616909,Chinese Restaurant,Restaurant
444,Sun Life Financial,14.597648399999999,120.975958,Jollibee,14.598233300531962,120.97580270613823,Burger Joint,Fast Food
445,Sun Life Financial,14.597648399999999,120.975958,LGA Fastfood,14.601391585618304,120.9768661902571,Chinese Restaurant,Restaurant
446,Sun Life Financial,14.597648399999999,120.975958,Chuan Kee Chinese Fastfood,14.600041000000001,120.97508,Chinese Restaurant,Restaurant
447,Sun Life Financial,14.597648399999999,120.975958,CafeFrance,14.600510256400485,120.9755881387594,French Restaurant,Restaurant
448,Sun Life Financial,14.597648399999999,120.975958,President Grand Palace Restaurant,14.601302301778347,120.97627109592753,Chinese Restaurant,Restaurant
449,Sun Life Financial,14.597648399999999,120.975958,Macao Mini Hotpot Seafood Restaurant,14.601812075478266,120.97725755077083,Chinese Restaurant,Restaurant
450,Sun Life Financial,14.597648399999999,120.975958,Lam Dynasty Restaurant,14.59846693297476,120.9757385793331,Asian Restaurant,Restaurant
451,Sun Life Financial,14.597648399999999,120.975958,Moonleaf + Bunnies Café,14.60077691085599,120.97417950216257,Café,Cafe/Tea/Dessert
452,Sun Life Financial,14.597648399999999,120.975958,Starbucks,14.59846806581052,120.97567827775538,Coffee Shop,Cafe/Tea/Dessert
453,Sun Life Financial,14.597648399999999,120.975958,Awi's Café & Restaurant,14.599747097418653,120.9760480784098,Café,Cafe/Tea/Dessert
454,Sun Life Financial,14.597648399999999,120.975958,Lovely Citea Coffee House,14.601757977763818,120.97650795511123,Tea Room,Cafe/Tea/Dessert
455,Sun Life Financial,14.597648399999999,120.975958,lan zhou la mien,14.599183654831617,120.97277086393656,Chinese Restaurant,Restaurant
456,Sun Life Financial,14.597648399999999,120.975958,President's Tea house Binondo,14.601461255413787,120.97620091276869,Chinese Restaurant,Restaurant
457,Sun Life Financial,14.597648399999999,120.975958,Eng Bee Tin,14.600591378961125,120.97875638098442,Deli / Bodega,Convenience Stores and Food Essentials
458,Sun Life Financial,14.597648399999999,120.975958,Estero Binondo,14.60164653638116,120.97680911590618,Chinese Restaurant,Restaurant
459,Sun Life Financial,14.597648399999999,120.975958,New Toho Food Center,14.599048946474511,120.97803170093168,Chinese Restaurant,Restaurant
460,Sun Life Financial,14.597648399999999,120.975958,7-Eleven,14.597658986987867,120.97633077545537,Convenience Store,Convenience Stores and Food Essentials
461,Sun Life Financial,14.597648399999999,120.975958,Salazar Bakery,14.601746842100649,120.97695368854912,Bakery,Convenience Stores and Food Essentials
462,Sun Life Financial,14.597648399999999,120.975958,Yellow Cab Pizza Co.,14.600708706603678,120.97363185899329,Pizza Place,Fast Food
463,Sun Life Financial,14.597648399999999,120.975958,1919 Grand Cafe,14.596651000000001,120.975554,Café,Cafe/Tea/Dessert
464,Sun Life Financial,14.597648399999999,120.975958,Ramada Manila Central,14.600073280503993,120.97497794957545,Hotel,Accomodation
465,Sun Life Financial,14.597648399999999,120.975958,Wendy’s,14.601028273685616,120.97366260756272,Fast Food Restaurant,Fast Food
466,Sun Life Financial,14.597648399999999,120.975958,McDonald's,14.600296789021025,120.9738827133348,Fast Food Restaurant,Fast Food
467,Sun Life Financial,14.597648399999999,120.975958,The Original Savory,14.596785799629874,120.97668109812108,Chinese Restaurant,Restaurant
468,Sun Life Financial,14.597648399999999,120.975958,Lido Cafe,14.601606766750367,120.9779338787729,Café,Cafe/Tea/Dessert
469,Sun Life Financial,14.597648399999999,120.975958,Plaza San Lorenzo Ruiz,14.60040317660169,120.97450300916277,Plaza,Tourist Destination
470,Sun Life Financial,14.597648399999999,120.975958,Shanghai Fried Siopao,14.601559665331509,120.97759680194171,Dim Sum Restaurant,Restaurant
471,Sun Life Financial,14.597648399999999,120.975958,Pizza Hut,14.598530899171191,120.97924933876659,Pizza Place,Fast Food
472,Sun Life Financial,14.597648399999999,120.975958,Café Mezzanine,14.600458155459062,120.97548104890032,Dim Sum Restaurant,Restaurant
473,Sun Life Financial,14.597648399999999,120.975958,7-Eleven,14.59716709064126,120.97634275731669,Convenience Store,Convenience Stores and Food Essentials
474,Sun Life Financial,14.597648399999999,120.975958,7-Eleven,14.600330772428398,120.97371465233944,Convenience Store,Convenience Stores and Food Essentials
475,Sun Life Financial,14.597648399999999,120.975958,Lucky Rainbow Seafood Restaurant,14.601292951419447,120.9772782126527,Chinese Restaurant,Restaurant
476,Sun Life Financial,14.597648399999999,120.975958,Jollibee,14.601477207424086,120.976806937409,Fast Food Restaurant,Fast Food
477,Sun Life Financial,14.597648399999999,120.975958,7-Eleven,14.597832754259446,120.9718499999398,Convenience Store,Convenience Stores and Food Essentials
478,Sun Life Financial,14.597648399999999,120.975958,Smart Store,14.600047844192927,120.97393873361492,Mobile Phone Shop,"Gadgets, Hardware, Toys, etc."
479,Sun Life Financial,14.597648399999999,120.975958,Shopper's Mart,14.60057241567614,120.97564402725747,Grocery Store,Convenience Stores and Food Essentials
480,Sun Life Financial,14.597648399999999,120.975958,Jollibee,14.600929,120.973307,Fast Food Restaurant,Fast Food
481,Sun Life Financial,14.597648399999999,120.975958,World Central Appliance,14.597392759702457,120.97621873707712,Electronics Store,"Gadgets, Hardware, Toys, etc."
482,Sun Life Financial,14.597648399999999,120.975958,Chowking,14.600912,120.973335,Fast Food Restaurant,Fast Food
483,Sun Life Financial,14.597648399999999,120.975958,Holland Bakeshop,14.599950830743644,120.97598905807844,Bakery,Convenience Stores and Food Essentials
484,Sun Life Financial,14.597648399999999,120.975958,Mandarin Supermarket,14.601778714864444,120.97666773915022,Shop & Service,"Gadgets, Hardware, Toys, etc."
485,Sun Life Financial,14.597648399999999,120.975958,KFC,14.599750358010139,120.98004422896143,Fast Food Restaurant,Fast Food
486,Sun Life Financial,14.597648399999999,120.975958,Charlie's Tea House,14.600355547656815,120.978246615717,Chinese Restaurant,Restaurant
487,Sun Life Financial,14.597648399999999,120.975958,Dasmariñas Basketball Gym,14.599529134393721,120.97905909347006,Basketball Stadium,Sports & Fitness
488,Sun Life Financial,14.597648399999999,120.975958,McDonald's,14.59961233761305,120.9799689461286,Fast Food Restaurant,Fast Food
489,Sun Life Financial,14.597648399999999,120.975958,The Tea,14.601797368353125,120.97655485190151,Tea Room,Cafe/Tea/Dessert
490,Sun Life Financial,14.597648399999999,120.975958,Plaza Sta. Cruz,14.59812380781088,120.98028566393681,Plaza,Tourist Destination
491,Equitable PCI Bank,14.5562885,121.0152758,Legazpi Sunday Market,14.555149656782179,121.01619865796292,Farmers Market,Convenience Stores and Food Essentials
492,Equitable PCI Bank,14.5562885,121.0152758,Toby's Estate Coffee Roasters,14.55461905150003,121.01667918012492,Coffee Shop,Cafe/Tea/Dessert
493,Equitable PCI Bank,14.5562885,121.0152758,Purple Oven,14.55467331898028,121.01677378401907,Bakery,Convenience Stores and Food Essentials
494,Equitable PCI Bank,14.5562885,121.0152758,Starbucks,14.555574438296436,121.01645919312149,Coffee Shop,Cafe/Tea/Dessert
495,Equitable PCI Bank,14.5562885,121.0152758,Your Local,14.556856013317278,121.01744465702758,Comfort Food Restaurant,Restaurant
496,Equitable PCI Bank,14.5562885,121.0152758,Little Tokyo,14.553791137748597,121.01442310370571,Japanese Restaurant,Restaurant
497,Equitable PCI Bank,14.5562885,121.0152758,"Touch And Heal, Rufino St, Makati",14.555641359525945,121.01766842099224,Massage Studio,"Cosmetics, Clothes, Beauty and Health Services"
498,Equitable PCI Bank,14.5562885,121.0152758,Wildflour Café + Bakery,14.555582013356032,121.01813032432165,Café,Cafe/Tea/Dessert
499,Equitable PCI Bank,14.5562885,121.0152758,Bliss Yoga Manila,14.557160954639516,121.01824288119104,Yoga Studio,Sports & Fitness
500,Equitable PCI Bank,14.5562885,121.0152758,Izakaya Kikufuji,14.553679962000064,121.01383816219429,Japanese Restaurant,Restaurant
501,Equitable PCI Bank,14.5562885,121.0152758,Yardstick Coffee,14.556813111369696,121.01724517219348,Coffee Shop,Cafe/Tea/Dessert
502,Equitable PCI Bank,14.5562885,121.0152758,The Coffee Bean & Tea Leaf,14.555794581300795,121.01824037723101,Coffee Shop,Cafe/Tea/Dessert
503,Equitable PCI Bank,14.5562885,121.0152758,"The Curator, Coffee & Cocktails",14.554462587087837,121.01799433776183,Café,Cafe/Tea/Dessert
504,Equitable PCI Bank,14.5562885,121.0152758,Hit Productions,14.554097061643164,121.01496222708343,Music Venue,Entertainment
505,Equitable PCI Bank,14.5562885,121.0152758,Armscor Shooting Range,14.554042195532078,121.01494423519291,Gun Range,Sports & Fitness
506,Equitable PCI Bank,14.5562885,121.0152758,Dean & DeLuca,14.55737975748981,121.0178663729298,Café,Cafe/Tea/Dessert
507,Equitable PCI Bank,14.5562885,121.0152758,Seryna,14.553363233511426,121.01447316165184,Japanese Restaurant,Restaurant
508,Equitable PCI Bank,14.5562885,121.0152758,Yamazaki Bento,14.553403329468171,121.01431852139645,Japanese Restaurant,Restaurant
509,Equitable PCI Bank,14.5562885,121.0152758,Stockton Place,14.553399176340704,121.01607538403368,New American Restaurant,Restaurant
510,Equitable PCI Bank,14.5562885,121.0152758,Hatsu Hana Tei,14.553660449175878,121.01372624436662,Sushi Restaurant,Restaurant
511,Equitable PCI Bank,14.5562885,121.0152758,Bondi&Bourke,14.552723401135864,121.01619313476161,Australian Restaurant,Restaurant
512,Equitable PCI Bank,14.5562885,121.0152758,The Belle & Dragon,14.555829747172101,121.01943529503625,Gastropub,Restaurant
513,Equitable PCI Bank,14.5562885,121.0152758,CrossFit 1229 - CFMNL,14.553411009769961,121.01775803283337,Gym,Sports & Fitness
514,Equitable PCI Bank,14.5562885,121.0152758,360 Fitness Club,14.555480591968644,121.0191718436158,Gym,Sports & Fitness
515,Equitable PCI Bank,14.5562885,121.0152758,Aida's Chicken,14.552448344232905,121.01439760967621,BBQ Joint,Restaurant
516,Equitable PCI Bank,14.5562885,121.0152758,Salad Stop!,14.555944310638967,121.01950178311886,Salad Place,Restaurant
517,Equitable PCI Bank,14.5562885,121.0152758,Yeu Sole and Body Spa,14.553217989880617,121.01843095304056,Spa,"Cosmetics, Clothes, Beauty and Health Services"
518,Equitable PCI Bank,14.5562885,121.0152758,KA.RA.DA Radisson,14.552580484941284,121.01750602914677,Spa,"Cosmetics, Clothes, Beauty and Health Services"
519,Equitable PCI Bank,14.5562885,121.0152758,Washington Sycip Park,14.553719442060087,121.01818084716795,Park,Tourist Destination
520,Equitable PCI Bank,14.5562885,121.0152758,Starbucks,14.558787835953774,121.01814611115309,Coffee Shop,Cafe/Tea/Dessert
521,Equitable PCI Bank,14.5562885,121.0152758,OptionsStudio Valero,14.560434657390767,121.01660954550468,Yoga Studio,Sports & Fitness
522,Equitable PCI Bank,14.5562885,121.0152758,Nautilus Dive & Sports Center,14.552254452982783,121.01617678265335,Sporting Goods Shop,Sports & Fitness
523,Equitable PCI Bank,14.5562885,121.0152758,Shinjuku Home of Authentic Ramen,14.553565691966355,121.01379414572142,Ramen Restaurant,Restaurant
524,Equitable PCI Bank,14.5562885,121.0152758,The Blind Pig,14.553423104462205,121.0160790298885,Cocktail Bar,Night Life
525,Equitable PCI Bank,14.5562885,121.0152758,Army Navy Burger + Burrito,14.55788925985479,121.0172168308622,Burrito Place,Fast Food
526,Equitable PCI Bank,14.5562885,121.0152758,Johnny Air,14.552680071291675,121.01731914899851,Post Office,Business Hub
527,Equitable PCI Bank,14.5562885,121.0152758,Yuchengco Museum,14.560398554255848,121.01623365838788,Art Museum,Art/Culture/Museum
528,Equitable PCI Bank,14.5562885,121.0152758,Nodasho,14.553778561761836,121.01440327245756,Japanese Restaurant,Restaurant
529,Equitable PCI Bank,14.5562885,121.0152758,Yamazaki,14.553365356162205,121.01431284451891,Japanese Restaurant,Restaurant
530,Equitable PCI Bank,14.5562885,121.0152758,McDonald's,14.552941127955327,121.01496723086922,Fast Food Restaurant,Fast Food
531,Equitable PCI Bank,14.5562885,121.0152758,Antipodean Coffee,14.554077,121.019094,Café,Cafe/Tea/Dessert
532,Equitable PCI Bank,14.5562885,121.0152758,Kagura Okonomi-yaki Restaurant,14.55382406074904,121.01439830780464,Okonomiyaki Restaurant,Restaurant
533,Equitable PCI Bank,14.5562885,121.0152758,KitaYama Meatshop,14.552888992942938,121.01371533625559,Deli / Bodega,Convenience Stores and Food Essentials
534,Equitable PCI Bank,14.5562885,121.0152758,Felicity Skin Care & Spa,14.552750422326115,121.01374580127936,Spa,"Cosmetics, Clothes, Beauty and Health Services"
535,Equitable PCI Bank,14.5562885,121.0152758,Choto Stop,14.553668208957314,121.01384431631176,Grocery Store,Convenience Stores and Food Essentials
536,Equitable PCI Bank,14.5562885,121.0152758,The Pantree,14.556423976736667,121.01935219898223,Food Court,Restaurant
537,Equitable PCI Bank,14.5562885,121.0152758,Kodanda Archery Range,14.552530825281256,121.01461942717512,Athletics & Sports,Sports & Fitness
538,Equitable PCI Bank,14.5562885,121.0152758,Unakichi,14.552553,121.01475500000001,Japanese Restaurant,Restaurant
539,Equitable PCI Bank,14.5562885,121.0152758,AMF-Puyat Superbowl,14.553046742690785,121.01442047942896,Bowling Alley,Sports & Fitness
540,Equitable PCI Bank,14.5562885,121.0152758,Hana Japanese Restaurant,14.553532999999998,121.01413400000001,Japanese Restaurant,Restaurant
541,Equitable PCI Bank,14.5562885,121.0152758,Bunchums,14.553332297972453,121.01416730786735,Bar,Night Life
542,Equitable PCI Bank,14.5562885,121.0152758,Bond Urban Pub,14.552708395629747,121.01629993379277,Bar,Night Life
543,Equitable PCI Bank,14.5562885,121.0152758,Emer's,14.553163428287109,121.01456342570455,Chinese Restaurant,Restaurant
544,Equitable PCI Bank,14.5562885,121.0152758,Yellow Cab Pizza Co.,14.552518158955614,121.015120434286,Pizza Place,Fast Food
545,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Urban Ashram Manila,14.572608895514678,121.05779805511456,Yoga Studio,Sports & Fitness
546,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Starbucks,14.573948154387224,121.05746656366112,Coffee Shop,Cafe/Tea/Dessert
547,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Frankie’s New York Buffalo Wings,14.57412017624393,121.06073727037196,Wings Joint,Fast Food
548,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Cafe Juanita,14.572956896968071,121.06077915799152,Filipino Restaurant,Restaurant
549,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Ace Hotel & Suites,14.573395238624489,121.05927919088334,Hotel,Accomodation
550,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Tittos Latin BBQ & Brew,14.571736566435776,121.0607758799362,Latin American Restaurant,Restaurant
551,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Haru Sushi Bar & Restaurant,14.572890276966904,121.06066393336391,Japanese Restaurant,Restaurant
552,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Breakfast @ Juanita,14.572985043976345,121.06077070413723,Breakfast Spot,Restaurant
553,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Ace Water Spa,14.57354732227301,121.05909986867643,Pool,Tourist Destination
554,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Locavore,14.571621157506366,121.05647753146229,Filipino Restaurant,Restaurant
555,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Charlie's Grind & Grill,14.571543510703357,121.06071313267515,Burger Joint,Fast Food
556,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Poco Deli,14.571082655944238,121.06085145551359,Deli / Bodega,Convenience Stores and Food Essentials
557,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Uncle Moe's Shawarma Hub,14.573632411839338,121.05905508618977,Mediterranean Restaurant,Restaurant
558,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Chatime,14.573248330703967,121.05808483556872,Bubble Tea Shop,Cafe/Tea/Dessert
559,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,United Coffee,14.574113208965821,121.05938847318257,Coffee Shop,Cafe/Tea/Dessert
560,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Epic Coffee Roastery,14.57208,121.06071499999999,Coffee Shop,Cafe/Tea/Dessert
561,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Caution Hot! 警告辣 Spicy Noodle House,14.571519370155054,121.06078542529428,Noodle House,Restaurant
562,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,RM-16,14.571714376183715,121.06080455106311,Lounge,Accomodation
563,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Orange Dance Studio - Philippines,14.571851928721198,121.0563505009093,Dance Studio,Sports & Fitness
564,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,ThaiDara,14.570956094432006,121.06081360783396,Thai Restaurant,Restaurant
565,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Grande Torino,14.571795173014126,121.05844543064899,Italian Restaurant,Restaurant
566,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Karnitas Korner,14.5742992457199,121.05988386590583,Bistro,Restaurant
567,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Globake,14.574427137776954,121.05819354137459,Bakery,Convenience Stores and Food Essentials
568,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Mad Mark’s Creamery and Good Eats,14.570824870193885,121.06082232870844,Ice Cream Shop,Cafe/Tea/Dessert
569,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Starbucks,14.574433465043649,121.06243390253924,Coffee Shop,Cafe/Tea/Dessert
570,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Dunkin’ Donuts,14.57598,121.05950800000001,Donut Shop,Cafe/Tea/Dessert
571,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Calderón,14.571609229898586,121.06069098680322,Paella Restaurant,Restaurant
572,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Unilab Gym,14.574643357875454,121.05638604941223,Gym,Sports & Fitness
573,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Mercury Drug,14.57389074336982,121.06168441414309,Pharmacy,Convenience Stores and Food Essentials
574,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Minami Saki,14.577634759219134,121.0593140602199,Japanese Restaurant,Restaurant
575,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Unimart,14.575110648184747,121.06252226475077,Supermarket,Convenience Stores and Food Essentials
576,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Juanito's Bistro,14.569079031055393,121.060056472643,Gastropub,Restaurant
577,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Mann Hann,14.5764640402985,121.05564441674056,Chinese Restaurant,Restaurant
578,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Starbucks,14.57610511675983,121.05546215074736,Coffee Shop,Cafe/Tea/Dessert
579,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Astoria Plaza,14.57763229194144,121.0594344624256,Hotel,Accomodation
580,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Dairy Queen,14.57226084738723,121.0558742497877,Ice Cream Shop,Cafe/Tea/Dessert
581,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Starbucks,14.576345000000002,121.05548,Coffee Shop,Cafe/Tea/Dessert
582,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Taco Vengo,14.574064842850705,121.05603938734416,Taco Place,Fast Food
583,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Puregold Jr.,14.573203257761092,121.05607969892066,Grocery Store,Convenience Stores and Food Essentials
584,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Home Factory Outlets,14.574115689826305,121.05573174922957,Furniture / Home Store,"Gadgets, Hardware, Toys, etc."
585,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Gold’s Gym Athletics,14.575018549687211,121.05452088193906,Gym / Fitness Center,Sports & Fitness
586,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,McDonald's,14.572308180950062,121.05445338834716,Fast Food Restaurant,Fast Food
587,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Tasty Tucker,14.572862056423835,121.05432716126164,Fast Food Restaurant,Fast Food
588,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,Puregold,14.571209418913453,121.05539280099968,Shopping Mall,"Gadgets, Hardware, Toys, etc."
589,Rizal Commercial Banking Corporation,14.573233499999999,121.05876509999999,7-Eleven,14.573888,121.05436,Convenience Store,Convenience Stores and Food Essentials
590,United Coconut Planters Bank,14.618014000000002,121.0561395,Novotel Manila Araneta City,14.620035999999999,121.054426,Hotel,Accomodation
591,United Coconut Planters Bank,14.618014000000002,121.0561395,Yellow Cab Pizza Co.,14.61837678638876,121.05634937125221,Pizza Place,Fast Food
592,United Coconut Planters Bank,14.618014000000002,121.0561395,Posh Nails,14.61952423512034,121.05652628460516,Nail Salon,"Cosmetics, Clothes, Beauty and Health Services"
593,United Coconut Planters Bank,14.618014000000002,121.0561395,Starbucks (Starbucks Coffee),14.619391110577517,121.05482832738686,Coffee Shop,Cafe/Tea/Dessert
594,United Coconut Planters Bank,14.618014000000002,121.0561395,Seattle's Best Coffee,14.620612403672867,121.05427017289186,Café,Cafe/Tea/Dessert
595,United Coconut Planters Bank,14.618014000000002,121.0561395,Dairy Queen,14.619452428214107,121.05627357959746,Ice Cream Shop,Cafe/Tea/Dessert
596,United Coconut Planters Bank,14.618014000000002,121.0561395,The Old Spaghetti House,14.61968289211756,121.0559339746149,Italian Restaurant,Restaurant
597,United Coconut Planters Bank,14.618014000000002,121.0561395,Chatime,14.619328072393525,121.0561648037264,Bubble Tea Shop,Cafe/Tea/Dessert
598,United Coconut Planters Bank,14.618014000000002,121.0561395,Novotel Poolside,14.620009310096595,121.05417696930851,Hotel Pool,Accomodation
599,United Coconut Planters Bank,14.618014000000002,121.0561395,Starbucks,14.619474268349125,121.0561703335898,Coffee Shop,Cafe/Tea/Dessert
600,United Coconut Planters Bank,14.618014000000002,121.0561395,Café Mary Grace,14.621374939067453,121.05337142944336,Café,Cafe/Tea/Dessert
