,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1699,Department of Justice,14.5793676,120.98403823157608,Krispy Kreme,14.575940074492943,120.98450929765386,Donut Shop
1700,Department of Justice,14.5793676,120.98403823157608,KyoChon,14.576407820309745,120.98400262662793,Restaurant
1701,Department of Justice,14.5793676,120.98403823157608,Kenny Rogers Roasters,14.578428765305096,120.98343920914336,Diner
1702,Department of Justice,14.5793676,120.98403823157608,Samgyupsalamat,14.57720503069367,120.98145199871053,Korean Restaurant
1703,Department of Justice,14.5793676,120.98403823157608,Starbucks,14.580443153117175,120.980972255879,Coffee Shop
1704,Department of Justice,14.5793676,120.98403823157608,DataBlitz,14.576875714395849,120.98416672804152,Video Game Store
1705,Department of Justice,14.5793676,120.98403823157608,"Kamayan, Saisaki, Dads",14.577818361929376,120.98163235243261,Asian Restaurant
1706,Department of Justice,14.5793676,120.98403823157608,Kebab Turki,14.578113674562372,120.98370827497514,Middle Eastern Restaurant
1707,Department of Justice,14.5793676,120.98403823157608,St. Marc Café,14.577504836220587,120.98381138497784,Café
1708,Department of Justice,14.5793676,120.98403823157608,Dad's Ultimate buffet,14.578179289719545,120.98151871127732,Restaurant
1709,Department of Justice,14.5793676,120.98403823157608,Pancake House,14.58229460401975,120.98444079319798,Breakfast Spot
1710,Department of Justice,14.5793676,120.98403823157608,Robinsons Place Manila,14.5758315,120.9839636,Shopping Mall
1711,Department of Justice,14.5793676,120.98403823157608,Nail Spa Lounge,14.57561316296157,120.98357599867587,Nail Salon
1712,Department of Justice,14.5793676,120.98403823157608,Starbucks,14.576837,120.983753,Coffee Shop
1713,Department of Justice,14.5793676,120.98403823157608,Dakasi 大卡司,14.580732491900593,120.98142927826865,Bubble Tea Shop
1714,Department of Justice,14.5793676,120.98403823157608,Fitness First,14.575982845415007,120.98414897918701,Gym / Fitness Center
1715,Department of Justice,14.5793676,120.98403823157608,McDonald's,14.575409082708617,120.98464373450801,Fast Food Restaurant
1716,Department of Justice,14.5793676,120.98403823157608,Shakey's,14.57526768615909,120.98465610997833,Pizza Place
1717,Department of Justice,14.5793676,120.98403823157608,Dairy Queen,14.575950760176248,120.98321800054072,Ice Cream Shop
1718,Department of Justice,14.5793676,120.98403823157608,München Grill-Bar,14.577104,120.98162,German Restaurant
1719,Department of Justice,14.5793676,120.98403823157608,Cowboy Grill,14.578347276683623,120.98089664364502,Music Venue
1720,Department of Justice,14.5793676,120.98403823157608,Golden Fortune Seafood Restaurant,14.582864986759862,120.98280694636803,Chinese Restaurant
1721,Department of Justice,14.5793676,120.98403823157608,Kilometer One Diner,14.57953119273495,120.9815740558584,Diner
1722,Department of Justice,14.5793676,120.98403823157608,G-Point Smorgasbord & Bar,14.57759088170175,120.98171037211029,Bar
1723,Department of Justice,14.5793676,120.98403823157608,Nuat Thai,14.578072103187528,120.98105216539734,Spa
1724,Department of Justice,14.5793676,120.98403823157608,National Museum of Natural History,14.582740568059394,120.98262420046076,History Museum
1725,Department of Justice,14.5793676,120.98403823157608,Subway,14.582512022330567,120.985122810978,Sandwich Place
1726,Department of Justice,14.5793676,120.98403823157608,Bee Cheng Hiang,14.5753079152068,120.983607172966,BBQ Joint
1727,Department of Justice,14.5793676,120.98403823157608,7-Eleven,14.582106415154408,120.98447568841706,Convenience Store
1728,Department of Justice,14.5793676,120.98403823157608,Peter Lee's Hong Kong Tea House,14.5802307420508,120.98008550424733,Chinese Restaurant
1729,Department of Justice,14.5793676,120.98403823157608,Pancake House,14.582643643104703,120.98251627453408,Breakfast Spot
1730,Department of Justice,14.5793676,120.98403823157608,Mont Albo Massage Hut,14.58017579900453,120.98048898122397,Spa
1731,Department of Justice,14.5793676,120.98403823157608,Patisserie,14.581323659805367,120.98148974707335,Tea Room
1732,Department of Justice,14.5793676,120.98403823157608,Max's Restaurant,14.580519602418457,120.98210373608443,Fried Chicken Joint
1733,Department of Justice,14.5793676,120.98403823157608,Philippine Bible Society,14.582833663242921,120.98596405518602,Bookstore
1734,Department of Justice,14.5793676,120.98403823157608,Dunkin',14.581922068735238,120.9837551881617,Donut Shop
1735,Department of Justice,14.5793676,120.98403823157608,Café Bocobo,14.580941641812363,120.98093882432201,Coffee Shop
1736,Department of Justice,14.5793676,120.98403823157608,McDonald's,14.581960186261899,120.9851043493274,Fast Food Restaurant
1737,Department of Justice,14.5793676,120.98403823157608,Lotus Garden Hotel Manila,14.577563774618014,120.98130609030333,Hotel
1738,Department of Justice,14.5793676,120.98403823157608,KFC,14.58151,120.985434,Fast Food Restaurant
1739,Department of Justice,14.5793676,120.98403823157608,7-Eleven,14.581750205027248,120.98622895783896,Convenience Store
1740,Department of Justice,14.5793676,120.98403823157608,7 Eleven,14.58266015068574,120.98426282970088,Convenience Store
1741,Department of Justice,14.5793676,120.98403823157608,Seattle's Best Coffee,14.581688526271341,120.98320665183633,Coffee Shop
1742,Department of Justice,14.5793676,120.98403823157608,Dunkin',14.58382251096402,120.9839186991892,Donut Shop
1743,Department of Justice,14.5793676,120.98403823157608,Panciteria Lido,14.5804737807371,120.98094853394197,Chinese Restaurant
1744,Department of Justice,14.5793676,120.98403823157608,Inasal Chicken Bacolod (ICB),14.582017738759664,120.98379462536784,Filipino Restaurant
1745,Department of Justice,14.5793676,120.98403823157608,Waterfront Manila Pavilion Hotel and Casino,14.581394728305675,120.98186534257015,Hotel
1746,Department of Justice,14.5793676,120.98403823157608,Hobbit House,14.577559889021199,120.98013095855391,Bar
1747,Department of Justice,14.5793676,120.98403823157608,CafeFrance,14.580798032518734,120.98195554460574,French Restaurant
1748,Department of Justice,14.5793676,120.98403823157608,City Garden Suites,14.578946538437588,120.98073703159363,Hotel
1749,Department of Justice,14.5793676,120.98403823157608,Best Western Hotel La Corona Manila,14.577932852341906,120.9801131523467,Hotel
1750,Department of Justice,14.5793676,120.98403823157608,Jollibee,14.581811710772817,120.98520201927025,Fast Food Restaurant
1751,Department of Justice,14.5793676,120.98403823157608,Seasons Buffet Manila Pavilion Hotel,14.581460972192602,120.98161326757187,Restaurant
1752,Department of Justice,14.5793676,120.98403823157608,Zelé Wellness Center,14.578093586693173,120.98103311962669,Spa
1753,Department of Justice,14.5793676,120.98403823157608,Casa Bocobo Hotel,14.580952596365153,120.9809505071685,Motel
1754,Department of Justice,14.5793676,120.98403823157608,Shakey's,14.58073920948358,120.98148068955871,Pizza Place
1755,Department of Justice,14.5793676,120.98403823157608,Chowking,14.581010953016515,120.98175891093094,Chinese Restaurant
1756,Department of Justice,14.5793676,120.98403823157608,Pizza Hut,14.577583087727097,120.98126946438921,Pizza Place
1757,Department of Justice,14.5793676,120.98403823157608,Jollibee,14.57847111443658,120.97974038484072,Fast Food Restaurant
1758,Department of Justice,14.5793676,120.98403823157608,New Dynasty Seafood Restaurant,14.58132882432753,120.98149215547792,Chinese Restaurant
1759,Department of Justice,14.5793676,120.98403823157608,Cobo,14.580403553079032,120.98097896224415,Tea Room
1760,Department of Justice,14.5793676,120.98403823157608,Mang Inasal,14.581937733844931,120.98131938687185,BBQ Joint
1761,Department of Justice,14.5793676,120.98403823157608,Kashmir,14.577672925688224,120.98183482312514,Indian Restaurant
1762,Department of Justice,14.5793676,120.98403823157608,Chowking,14.583645409620043,120.98416760324757,Chinese Restaurant
1763,Department of Justice,14.5793676,120.98403823157608,Wendy’s,14.58370530813675,120.98383787847403,Fast Food Restaurant
1764,Department of Justice,14.5793676,120.98403823157608,Puregold,14.58002043255008,120.9814172088777,Grocery Store
1765,Department of Justice,14.5793676,120.98403823157608,McDonald's,14.580778986434769,120.98151260214252,Fast Food Restaurant
1766,Department of Justice,14.5793676,120.98403823157608,Kamayan Restaurant,14.577645835329843,120.98188214755142,Spanish Restaurant
1767,Department of Justice,14.5793676,120.98403823157608,Paragon Tower Hotel,14.579927703481395,120.98098898225739,Hotel
1768,Department of Justice,14.5793676,120.98403823157608,Jollibee Times Plaza,14.582367453332905,120.98429083744803,Fast Food Restaurant
1769,Department of Justice,14.5793676,120.98403823157608,Tempura Japanese Grill,14.580470345271863,120.98108346611241,Japanese Restaurant
1770,Department of Justice,14.5793676,120.98403823157608,Cherry Mobile Head Office,14.579251788913144,120.98763865020659,Mobile Phone Shop
1771,Department of Justice,14.5793676,120.98403823157608,Girls Scout of the Philippines Auditorium,14.580511002920549,120.987657321534,Theater
1772,Department of Justice,14.5793676,120.98403823157608,McDonald's,14.581629212363927,120.9807942664998,Fast Food Restaurant
1773,Asian Development Bank,14.58807565,121.05830089349516,Craft Coffee Revolution,14.585859354879148,121.05921187958307,Coffee Shop
1774,Asian Development Bank,14.58807565,121.05830089349516,The Nostalgia Dining Lounge,14.587518631581055,121.05975296674438,Restaurant
1775,Asian Development Bank,14.58807565,121.05830089349516,Gino's Brick Oven Pizza,14.58579090507705,121.05964042481264,Pizza Place
1776,Asian Development Bank,14.58807565,121.05830089349516,The Café Mediterranean,14.5859672,121.0571223,Mediterranean Restaurant
1777,Asian Development Bank,14.58807565,121.05830089349516,Wildflour Café + Bakery,14.585866,121.059573,Café
1778,Asian Development Bank,14.58807565,121.05830089349516,Beauty Bar,14.585758950859834,121.05981533953323,Cosmetics Shop
1779,Asian Development Bank,14.58807565,121.05830089349516,Polecats Manila,14.586638687528573,121.06106336389428,Gym / Fitness Center
1780,Asian Development Bank,14.58807565,121.05830089349516,yoga+,14.585828608504134,121.05908447900183,Yoga Studio
1781,Asian Development Bank,14.58807565,121.05830089349516,Kuya J Restaurant,14.586211898109973,121.05663597989941,Filipino Restaurant
1782,Asian Development Bank,14.58807565,121.05830089349516,Toby's Estate Coffee Roasters,14.587986434292338,121.0610604338515,Coffee Shop
1783,Asian Development Bank,14.58807565,121.05830089349516,House of Wagyu,14.585830967593598,121.05908945721029,Australian Restaurant
1784,Asian Development Bank,14.58807565,121.05830089349516,Jamba Juice,14.58574530516653,121.05668642108967,Juice Bar
1785,Asian Development Bank,14.58807565,121.05830089349516,Madeca,14.585796572961408,121.05924848321209,Mexican Restaurant
1786,Asian Development Bank,14.58807565,121.05830089349516,Shi Lin 士林,14.585749059375273,121.0596986160003,Chinese Restaurant
1787,Asian Development Bank,14.58807565,121.05830089349516,Buffalo's Wings N' Things,14.585710363356844,121.05686053397164,Wings Joint
1788,Asian Development Bank,14.58807565,121.05830089349516,Mann Hann,14.586167401221234,121.05672673554757,Chinese Restaurant
1789,Asian Development Bank,14.58807565,121.05830089349516,BreadTalk,14.58569336687384,121.05680022550631,Bakery
1790,Asian Development Bank,14.58807565,121.05830089349516,Yabu,14.58444462220295,121.05735198498923,Japanese Restaurant
1791,Asian Development Bank,14.58807565,121.05830089349516,OptionsStudio Podium,14.585837742332382,121.05908037996684,Yoga Studio
1792,Asian Development Bank,14.58807565,121.05830089349516,SkinStation,14.585948439850238,121.0567937810768,Health & Beauty Service
1793,Asian Development Bank,14.58807565,121.05830089349516,Herbajuice,14.585960863370655,121.05728695495513,Juice Bar
1794,Asian Development Bank,14.58807565,121.05830089349516,Starbucks Reserve,14.584424378151061,121.05897480627462,Coffee Shop
1795,Asian Development Bank,14.58807565,121.05830089349516,Razon's of Guagua,14.585617260533281,121.05681654024418,Filipino Restaurant
1796,Asian Development Bank,14.58807565,121.05830089349516,Lopez Memorial Museum,14.586484848383316,121.06144634657305,Art Museum
1797,Asian Development Bank,14.58807565,121.05830089349516,Sambo Kojin,14.58446190839214,121.05733160881086,Buffet
1798,Asian Development Bank,14.58807565,121.05830089349516,Felipe & Sons Barberdashery,14.5851499,121.0600371,Salon / Barbershop
1799,Asian Development Bank,14.58807565,121.05830089349516,Tenya,14.585203403461012,121.05676778057583,Japanese Restaurant
1800,Asian Development Bank,14.58807565,121.05830089349516,Nail Spa Lounge,14.584455860948186,121.05727939744517,Spa
1801,Asian Development Bank,14.58807565,121.05830089349516,Joy-Nostalg Hotel and Suites,14.587505308508781,121.06010782624026,Hotel
1802,Asian Development Bank,14.58807565,121.05830089349516,The Podium,14.585363339431813,121.0593188911058,Shopping Mall
1803,Asian Development Bank,14.58807565,121.05830089349516,NIU by Vikings,14.585406214650574,121.05936810011035,Buffet
1804,Asian Development Bank,14.58807565,121.05830089349516,Red Mango,14.585690562256572,121.05674572873203,Frozen Yogurt Shop
1805,Asian Development Bank,14.58807565,121.05830089349516,Forever 21,14.585135913594051,121.05680277869915,Clothing Store
1806,Asian Development Bank,14.58807565,121.05830089349516,Café 1771,14.58493974151109,121.06001563460593,Café
1807,Asian Development Bank,14.58807565,121.05830089349516,Monster Radio RX 93.1,14.587054475419404,121.0625023721524,Radio Station
1808,Asian Development Bank,14.58807565,121.05830089349516,Topshop,14.591294200968393,121.05952754211424,Women's Store
1809,Asian Development Bank,14.58807565,121.05830089349516,Nonna's,14.591460763651984,121.05999582612283,Italian Restaurant
1810,Asian Development Bank,14.58807565,121.05830089349516,Sbarro,14.584837215934716,121.0564705416861,Pizza Place
1811,Asian Development Bank,14.58807565,121.05830089349516,Gringo Chicken • Ribs • Friends,14.5844581915304,121.0573636017381,Latin American Restaurant
1812,Asian Development Bank,14.58807565,121.05830089349516,Seven Corners,14.590495,121.060947,Buffet
1813,Asian Development Bank,14.58807565,121.05830089349516,S&R New York Style Pizza,14.59144299594646,121.05943521455154,Pizza Place
1814,Asian Development Bank,14.58807565,121.05830089349516,Yoga Plus,14.58644610406091,121.06128761692408,Yoga Studio
1815,Asian Development Bank,14.58807565,121.05830089349516,Mesa Filipino Moderne,14.584467039379826,121.05741935145927,Filipino Restaurant
1816,Asian Development Bank,14.58807565,121.05830089349516,Auntie Anne's,14.591051423801327,121.05988044832304,Bakery
1817,Asian Development Bank,14.58807565,121.05830089349516,Krispy Kreme,14.584194706523508,121.05663884777387,Donut Shop
1818,Asian Development Bank,14.58807565,121.05830089349516,Old Navy,14.584628714943427,121.05713384506319,Clothing Store
1819,Asian Development Bank,14.58807565,121.05830089349516,Chili's Grill & Bar,14.584452719067595,121.05728106158291,Tex-Mex Restaurant
1820,Asian Development Bank,14.58807565,121.05830089349516,Army Navy Burger + Burrito,14.587105319716672,121.06178542882108,Burrito Place
1821,Asian Development Bank,14.58807565,121.05830089349516,Dairy Queen,14.584571189076348,121.05682869983426,Ice Cream Shop
1822,Asian Development Bank,14.58807565,121.05830089349516,Fitness First,14.585077707195298,121.05678973822545,Gym / Fitness Center
1823,Asian Development Bank,14.58807565,121.05830089349516,Yayoi,14.583871921159677,121.05675181564175,Japanese Restaurant
1824,Asian Development Bank,14.58807565,121.05830089349516,Deovir,14.585198071811503,121.05676887980732,Arts & Crafts Store
1825,Asian Development Bank,14.58807565,121.05830089349516,EDSA Shrine | The Shrine of Mary Queen of Peace,14.592203678288254,121.05893084483152,Church
1826,Asian Development Bank,14.58807565,121.05830089349516,Cara Mia Gelateria,14.5913534587242,121.05951623046835,Dessert Shop
1827,Asian Development Bank,14.58807565,121.05830089349516,SM Megamall,14.583974069010122,121.05676996333787,Shopping Mall
1828,Asian Development Bank,14.58807565,121.05830089349516,Belo Medical Group,14.584462586318166,121.05727359073751,Medical Center
1829,Asian Development Bank,14.58807565,121.05830089349516,TGI Fridays,14.58986181088528,121.06083803901635,American Restaurant
1830,Asian Development Bank,14.58807565,121.05830089349516,Crowne Plaza Manila Galleria,14.590660486138416,121.06085403518682,Hotel
1831,Asian Development Bank,14.58807565,121.05830089349516,Watsons,14.591770430512195,121.05907648801804,Pharmacy
1832,Asian Development Bank,14.58807565,121.05830089349516,Mary Grace,14.591352772389682,121.06052815541842,Dessert Shop
1833,Asian Development Bank,14.58807565,121.05830089349516,Old Manila Coffee House,14.591520597353409,121.06006180496189,Café
1834,Asian Development Bank,14.58807565,121.05830089349516,Mesa Grill,14.584454971333097,121.05733149144822,Filipino Restaurant
1835,Asian Development Bank,14.58807565,121.05830089349516,Bag O' Shrimps,14.584447341746406,121.05734406365734,Seafood Restaurant
1836,Asian Development Bank,14.58807565,121.05830089349516,Razon's of Guagua,14.59096180052656,121.05993849648402,Filipino Restaurant
1837,Asian Development Bank,14.58807565,121.05830089349516,Il Padrino Coffee,14.591767787193202,121.05849733269977,Coffee Shop
1838,Asian Development Bank,14.58807565,121.05830089349516,Slammer Burgers,14.591666210907597,121.05985545885517,Burger Joint
1839,Asian Development Bank,14.58807565,121.05830089349516,SaLang Restaurant,14.588622612853412,121.06167638977263,Korean Restaurant
1840,Asian Development Bank,14.58807565,121.05830089349516,Bratpack,14.59106723212496,121.05981761087436,Accessories Store
1841,Asian Development Bank,14.58807565,121.05830089349516,Dairy Queen,14.591478269441946,121.05931680412525,Ice Cream Shop
1842,Asian Development Bank,14.58807565,121.05830089349516,Nono's,14.584773240191886,121.05897842855396,Dessert Shop
1843,Asian Development Bank,14.58807565,121.05830089349516,Yellow Cab Pizza Co.,14.59005420727519,121.06050949537725,Pizza Place
1844,Asian Development Bank,14.58807565,121.05830089349516,The Music School of Ryan Cayabyab,14.591396131501103,121.06024288660313,Music School
1845,Asian Development Bank,14.58807565,121.05830089349516,Kidzoona,14.591309733149643,121.06026318247177,Playground
1846,Asian Development Bank,14.58807565,121.05830089349516,Egghead,14.590218,121.06053,Electronics Store
1847,Asian Development Bank,14.58807565,121.05830089349516,National Book Store,14.591793150091625,121.05849819591616,Bookstore
1848,Asian Development Bank,14.58807565,121.05830089349516,Gong Cha,14.59013919975396,121.06055423573103,Bubble Tea Shop
1849,Asian Development Bank,14.58807565,121.05830089349516,Nike Park,14.591787058542875,121.05929060064459,Sporting Goods Shop
1850,Asian Development Bank,14.58807565,121.05830089349516,Chatime,14.591769479335118,121.05845741119816,Bubble Tea Shop
1851,Asian Development Bank,14.58807565,121.05830089349516,Old Navy,14.591829401203846,121.05847300087629,Clothing Store
1852,Asian Development Bank,14.58807565,121.05830089349516,Cafè Mary Grace,14.591192,121.0603,Café
1853,Asian Development Bank,14.58807565,121.05830089349516,Dermalosophy,14.59180709841775,121.06000529976107,Cosmetics Shop
1854,Asian Development Bank,14.58807565,121.05830089349516,Comic Odyssey,14.590300072337577,121.05980974148595,Bookstore
1855,Asian Development Bank,14.58807565,121.05830089349516,Uniqlo ユニクロ,14.591764842901776,121.05846415014764,Clothing Store
1856,Asian Development Bank,14.58807565,121.05830089349516,Chili's Grill & Bar,14.591885233619728,121.05991558759015,Tex-Mex Restaurant
1857,Asian Development Bank,14.58807565,121.05830089349516,Big Chill,14.591326375031704,121.05952120841216,Juice Bar
1858,Asian Development Bank,14.58807565,121.05830089349516,Ha-Neul Korean Mart,14.588649562815037,121.06150593789255,Snack Place
1859,Asian Development Bank,14.58807565,121.05830089349516,Starbucks,14.592158469689183,121.05904421243964,Coffee Shop
1860,Asian Development Bank,14.58807565,121.05830089349516,Ramen Nagi,14.59166449736705,121.06007166984952,Ramen Restaurant
1861,Asian Development Bank,14.58807565,121.05830089349516,Let's Face It,14.59157355367905,121.06007028644115,Spa
1862,Asian Development Bank,14.58807565,121.05830089349516,"Toys""Я""Us",14.591888,121.059278,Toy / Game Store
1863,Asian Development Bank,14.58807565,121.05830089349516,Pepper Lunch Express,14.591011152261746,121.05990509483925,Japanese Restaurant
1864,Asian Development Bank,14.58807565,121.05830089349516,The Coffee Bean & Tea Leaf,14.589327476069936,121.06198728756455,Coffee Shop
1865,Asian Development Bank,14.58807565,121.05830089349516,50th Avenue,14.590263037380208,121.06043066088992,Boutique
1866,Asian Development Bank,14.58807565,121.05830089349516,Racks,14.583900450544562,121.05730870000002,American Restaurant
1867,Asian Development Bank,14.58807565,121.05830089349516,Robinsons Supermarket,14.591433084407978,121.05907079695794,Supermarket
1868,Asian Development Bank,14.58807565,121.05830089349516,J.CO Donuts & Coffee,14.591965485555765,121.05988721089051,Donut Shop
1869,Asian Development Bank,14.58807565,121.05830089349516,Shinsen,14.587967945604685,121.06251879774564,Sushi Restaurant
1870,Asian Development Bank,14.58807565,121.05830089349516,The Stockpile,14.588016717007253,121.06284188562006,Bistro
1871,Asian Development Bank,14.58807565,121.05830089349516,Mr. Park's Bread & Cake,14.58813452629587,121.0621015521377,Bakery
1872,Asian Development Bank,14.58807565,121.05830089349516,Chatime,14.5886459262408,121.06222497505344,Bubble Tea Shop
1873,Manila Central Post Office,14.595644400000001,120.97925072468655,UNO Seafood Wharf Palace,14.597482703286971,120.97816413952705,Chinese Restaurant
1874,Manila Central Post Office,14.595644400000001,120.97925072468655,98B,14.598835805440457,120.97943522930224,Public Art
1875,Manila Central Post Office,14.595644400000001,120.97925072468655,Big Scoop,14.597549567645698,120.97828358774896,Ice Cream Shop
1876,Manila Central Post Office,14.595644400000001,120.97925072468655,Ying Ying Tea House,14.597885355059617,120.97672906349092,Chinese Restaurant
1877,Manila Central Post Office,14.595644400000001,120.97925072468655,The Den,14.598827171011152,120.97944978386008,Coffee Shop
1878,Manila Central Post Office,14.595644400000001,120.97925072468655,Liwasang Bonifacio,14.594196068850774,120.97973669278707,Park
1879,Manila Central Post Office,14.595644400000001,120.97925072468655,Polland Hopia & Bakery,14.596941680975531,120.97724388434888,Food
1880,Manila Central Post Office,14.595644400000001,120.97925072468655,Starbucks,14.593929355424482,120.97515623462357,Coffee Shop
1881,Manila Central Post Office,14.595644400000001,120.97925072468655,Beer Garden,14.593416557349215,120.97842185858185,Beer Garden
1882,Manila Central Post Office,14.595644400000001,120.97925072468655,Kainan sa Walls sa Intramuros!,14.59182641650631,120.97816981722845,Asian Restaurant
1883,Manila Central Post Office,14.595644400000001,120.97925072468655,Excelente Cooked Ham,14.597259102592473,120.98263199880041,Deli / Bodega
1884,Manila Central Post Office,14.595644400000001,120.97925072468655,Camera Alley (Hidalgo Street),14.598281676589423,120.9826245726681,Camera Store
1885,Manila Central Post Office,14.595644400000001,120.97925072468655,Hong Kong Noodles & Dimsum,14.598222266417286,120.98203020369823,Chinese Restaurant
1886,Manila Central Post Office,14.595644400000001,120.97925072468655,The Old Spaghetti House,14.592611,120.981033,Italian Restaurant
1887,Manila Central Post Office,14.595644400000001,120.97925072468655,Jollibee,14.598233300531962,120.97580270613823,Burger Joint
1888,Manila Central Post Office,14.595644400000001,120.97925072468655,Golden Fortune,14.598439745262192,120.9756754561691,Chinese Restaurant
1889,Manila Central Post Office,14.595644400000001,120.97925072468655,Lam Dynasty Restaurant,14.598466932974762,120.9757385793331,Asian Restaurant
1890,Manila Central Post Office,14.595644400000001,120.97925072468655,Wellmanson Beads & Accessories,14.597529089077845,120.9831962898501,Jewelry Store
1891,Manila Central Post Office,14.595644400000001,120.97925072468655,Manang's Intramuros Walls,14.591380164654257,120.97830823580816,Filipino Restaurant
1892,Manila Central Post Office,14.595644400000001,120.97925072468655,Starbucks,14.59846806581052,120.97567827775538,Coffee Shop
1893,Manila Central Post Office,14.595644400000001,120.97925072468655,1919 Grand Cafe,14.596651,120.975554,Café
1894,Quiapo,14.59832055,120.98646999329705,MaMonLuk,14.600309407421632,120.98447008687137,Noodle House
1895,Quiapo,14.59832055,120.98646999329705,Globe Lumpia House,14.600626114076016,120.98412996784428,Vegetarian / Vegan Restaurant
1896,Quiapo,14.59832055,120.98646999329705,Camera Alley (Hidalgo Street),14.598281676589423,120.9826245726681,Camera Store
1897,Quiapo,14.59832055,120.98646999329705,Excelente Cooked Ham,14.597259102592473,120.98263199880041,Deli / Bodega
1898,Quiapo,14.59832055,120.98646999329705,Simple Line,14.596231360602403,120.98882979948466,Tea Room
1899,Quiapo,14.59832055,120.98646999329705,Yellow Cab Pizza Co.,14.602187999140508,120.98728758898164,Pizza Place
1900,Quiapo,14.59832055,120.98646999329705,Stoops,14.599074067159474,120.99007709924558,Filipino Restaurant
1901,Quiapo,14.59832055,120.98646999329705,Korean Style,14.601475895840176,120.98863965373205,Korean Restaurant
1902,Quiapo,14.59832055,120.98646999329705,Caffeine District,14.599118528021775,120.99008257258974,Café
1903,Quiapo,14.59832055,120.98646999329705,BreadTalk,14.601891504003186,120.9846717421672,Bakery
1904,Quiapo,14.59832055,120.98646999329705,The Coffee Bean & Tea Leaf,14.60085683886279,120.99011031018712,Coffee Shop
1905,Quiapo,14.59832055,120.98646999329705,7 Eleven,14.597543632657315,120.98739173793078,Convenience Store
1906,Quiapo,14.59832055,120.98646999329705,7-Eleven,14.599952954938082,120.98802141154893,Convenience Store
1907,Quiapo,14.59832055,120.98646999329705,Papa John's Pizza,14.60210010580718,120.98727569543655,Pizza Place
1908,Quiapo,14.59832055,120.98646999329705,Wellmanson Beads & Accessories,14.597529089077845,120.9831962898501,Jewelry Store
1909,Quiapo,14.59832055,120.98646999329705,Hong Kong Noodles & Dimsum,14.598222266417286,120.98203020369823,Chinese Restaurant
1910,Quiapo,14.59832055,120.98646999329705,BonChon Chicken,14.599637654150527,120.99054730768509,Fried Chicken Joint
1911,Quiapo,14.59832055,120.98646999329705,Infinitea,14.599134006558645,120.99000581500297,Tea Room
1912,Quiapo,14.59832055,120.98646999329705,Philippine Society for the Prevention of Cruelty to Animals (PSPCA),14.60101749178188,120.98840737601417,Veterinarian
1913,Quiapo,14.59832055,120.98646999329705,Wellmanson,14.597503034345646,120.98313239545449,Jewelry Store
1914,Quiapo,14.59832055,120.98646999329705,Dairy Queen,14.602085996555354,120.987015665491,Ice Cream Shop
1915,Quiapo,14.59832055,120.98646999329705,Cosmos Food Gallery,14.601078137750278,120.98286243408641,Chinese Restaurant
1916,Quiapo,14.59832055,120.98646999329705,7-Eleven,14.596565,120.989475,Convenience Store
1917,Quiapo,14.59832055,120.98646999329705,KFC,14.598700827948974,120.98333358764648,Fast Food Restaurant
1918,Quiapo,14.59832055,120.98646999329705,Plaza Miranda,14.598233617006507,120.98361253738403,Plaza
1919,Quiapo,14.59832055,120.98646999329705,Raon Shopping Center,14.60109119039244,120.98454290688137,Electronics Store
1920,Quiapo,14.59832055,120.98646999329705,7-Eleven,14.600441394303092,120.98952257113747,Convenience Store
1921,Quiapo,14.59832055,120.98646999329705,Quinta Market,14.596615571942651,120.98295050387293,Market
1922,Quiapo,14.59832055,120.98646999329705,7-Eleven,14.59935779924686,120.99044118201428,Convenience Store
1923,Quiapo,14.59832055,120.98646999329705,Henry's Camera Photo Supply,14.598374828206023,120.98208128385511,Camera Store
1924,Quiapo,14.59832055,120.98646999329705,Mang Inasal,14.599867224631584,120.99069739956239,BBQ Joint
1925,Quiapo,14.59832055,120.98646999329705,Chowking,14.599579673048403,120.98413446073427,Chinese Restaurant
1926,Quiapo,14.59832055,120.98646999329705,Jollibee,14.599520402530894,120.98336097678484,Fast Food Restaurant
1927,Quiapo,14.59832055,120.98646999329705,Jollibee,14.598455449137077,120.98348707475012,Fast Food Restaurant
1928,Quiapo,14.59832055,120.98646999329705,Chowking,14.597950385651629,120.98420681418716,Chinese Restaurant
1929,Quiapo,14.59832055,120.98646999329705,Chowking,14.600696817919403,120.98411718931138,Chinese Restaurant
1930,Quiapo,14.59832055,120.98646999329705,Kim Chong Tin Hopia Factory,14.597408233052732,120.98243857779701,Bakery
1931,Quiapo,14.59832055,120.98646999329705,KFC,14.59859394938617,120.98343718787768,Fast Food Restaurant
1932,Quiapo,14.59832055,120.98646999329705,McDonald's,14.602543413122355,120.98722486351139,Fast Food Restaurant
1933,Quiapo,14.59832055,120.98646999329705,McDonald's,14.60194233570089,120.988286224702,Fast Food Restaurant
1934,Quiapo,14.59832055,120.98646999329705,7-Eleven,14.599565041070926,120.98423482193597,Convenience Store
1935,Quiapo,14.59832055,120.98646999329705,Jollibee,14.601724744606377,120.98821593187526,Fast Food Restaurant
1936,Quiapo,14.59832055,120.98646999329705,Super 8,14.601914981341626,120.98789121055898,Grocery Store
1937,Quiapo,14.59832055,120.98646999329705,Jollibee,14.59789091926871,120.9844067894279,Fast Food Restaurant
1938,Quiapo,14.59832055,120.98646999329705,Pizza hut,14.598236527471345,120.9851534728927,American Restaurant
